id_lead,data_cadastro,interagiu_chatbot,ai_lead_score,status_assinatura
L-5754,2025-09-18,Nao,Frio,Ativo
L-5066,2025-03-12,Sim,Morno,Cancelado
L-3244,2025-11-21,Nao,Morno,Ativo
L-8821,2025-08-19,Sim,Quente,Inativo
L-4022,2025-03-24,Nao,Frio,Trial
L-8356,2025-03-15,Sim,Quente,Ativo
L-4022,2025-09-19,Nao,Frio,Cancelado
L-6482,2025-05-04,Sim,Quente,Cancelado
L-4861,2025-01-31,Sim,Quente,Trial
L-2270,2025-03-09,Nao,Quente,Ativo
L-5692,2025-08-01,Sim,Quente,Ativo
L-7402,2025-08-01,Sim,Frio,Trial
L-8653,2025-04-17,Sim,Frio,Trial
L-1229,2025-06-11,,Frio,Ativo
L-9148,2025-11-03,Sim,Quente,Inativo
L-2681,2025-04-01,Sim,Morno,Ativo
L-8033,2025-12-15,Nao,Frio,Trial
L-7901,2025-12-21,Nao,Frio,Ativo
L-1407,2025-06-23,Nao,Morno,Ativo
L-9440,2025-12-04,Sim,Quente,Inativo
L-6613,2025-03-09,Sim,Quente,Ativo
L-8780,2025-07-11,Nao,Frio,Cancelado
L-4182,2025-03-01,Sim,Morno,Trial
L-9024,2025-05-23,Sim,Quente,Cancelado
L-5883,2025-07-29,Nao,Frio,Ativo
L-9699,2025-05-03,Sim,Quente,Ativo
L-7411,2025-04-26,Nao,Frio,Cancelado
L-7399,2025-05-05,,Frio,Trial
L-8104,2025-08-04,Sim,Frio,Ativo
L-4135,2025-08-14,Sim,Morno,Ativo
L-4488,2025-07-16,Nao,Morno,Ativo
L-1927,2025-08-22,Nao,Morno,Cancelado
L-1588,2025-02-09,Nao,Frio,Inativo
L-8494,2025-03-06,Sim,Quente,Cancelado
L-7158,2025-08-18,Nao,Morno,Ativo
L-3973,2025-06-17,,Morno,Trial
L-1437,2025-07-19,Sim,Morno,Ativo
L-2667,2025-10-23,Sim,Morno,Trial
L-9469,2025-08-27,Nao,Morno,Ativo
L-9774,2025-07-30,Nao,Morno,Trial
L-9981,2025-04-04,,Frio,Ativo
L-3318,2026-01-16,,Frio,Trial
L-1450,2025-09-23,Sim,Morno,Cancelado
L-5955,2026-01-15,Sim,Quente,Trial
L-6503,2025-08-17,Nao,Frio,Ativo
L-6949,2025-03-27,Sim,Quente,Ativo
L-2356,2025-09-04,Nao,Frio,Cancelado
L-8868,2025-04-09,Sim,Frio,Inativo
L-7965,2026-01-03,,Frio,Ativo
L-4608,2025-07-01,Nao,Frio,Ativo
L-7877,2026-01-20,Nao,Morno,Inativo
L-8447,2025-12-24,Nao,Frio,Ativo
L-3235,2025-03-06,Sim,Quente,Trial
L-5457,2025-03-10,Nao,Frio,Trial
L-9039,2025-04-21,Sim,Quente,Trial
L-6537,2025-05-12,Nao,Frio,Trial
L-5678,2025-02-06,Nao,Quente,Ativo
L-8209,2025-07-29,,Frio,Trial
L-2395,2025-02-14,,Frio,Ativo
L-6022,2025-05-02,Nao,Frio,Ativo
L-4188,2025-10-24,Sim,Morno,Ativo
L-9680,2025-10-06,Nao,Quente,Ativo
L-4010,2025-04-13,Sim,Quente,Trial
L-8470,2025-12-22,Nao,Morno,Ativo
L-4321,2025-09-25,Nao,Frio,Ativo
L-4685,2025-09-30,Sim,Frio,Ativo
L-8695,2025-02-01,Nao,Frio,Trial
L-5007,2025-05-15,Sim,Quente,Ativo
L-3761,2025-02-07,Nao,Frio,Trial
L-9986,2026-01-07,Nao,Frio,Cancelado
L-5738,2025-04-22,,Frio,Trial
L-5412,2025-05-21,Nao,Frio,Trial
L-1529,2025-11-03,Nao,Morno,Trial
L-4396,2025-04-03,Sim,Quente,Trial
L-4787,2025-11-04,Sim,Quente,Trial
L-4890,2025-08-09,Nao,Morno,Trial
L-5626,2025-03-12,Nao,Morno,Trial
L-3508,2025-04-06,Sim,Morno,Ativo
L-4970,2025-08-28,Nao,Morno,Trial
L-7209,2025-07-21,Nao,Frio,Trial
L-3683,2025-05-02,Nao,Morno,Inativo
L-3737,2025-11-26,Sim,Quente,Ativo
L-4282,2025-07-26,Sim,Quente,Ativo
L-5342,2025-02-21,Nao,Frio,Trial
L-9669,2025-12-31,Nao,Morno,Trial
L-1564,2026-01-02,Nao,Frio,Ativo
L-9484,2026-01-01,Nao,Morno,Cancelado
L-7539,2025-11-21,Nao,Morno,Trial
L-2866,2025-02-07,Nao,Morno,Cancelado
L-6038,2025-03-23,Sim,Frio,Trial
L-9664,2025-11-19,,Morno,Ativo
L-3296,2025-01-03,Nao,Frio,Ativo
L-5290,2025-08-16,Sim,Quente,Cancelado
L-8552,2025-09-15,Sim,Frio,Cancelado
L-1208,2025-12-28,Sim,Frio,Trial
L-5898,2025-12-03,,Morno,Inativo
L-4237,2025-08-26,Sim,Quente,Ativo
L-6101,2025-06-23,Nao,Morno,Ativo
L-2611,2025-10-06,Nao,Morno,Trial
L-5774,2025-03-20,Nao,Morno,Trial
L-2865,2025-05-19,Nao,Quente,Inativo
L-8613,2025-02-08,Sim,Morno,Inativo
L-4700,2025-07-14,Nao,Morno,Ativo
L-5636,2025-08-13,Sim,Quente,Trial
L-8711,2025-08-05,Nao,Frio,Ativo
L-1499,2025-08-15,Nao,Morno,Cancelado
L-3370,2025-03-11,Nao,Morno,Trial
L-3590,2025-03-21,Sim,Quente,Ativo
L-2592,2025-07-29,Nao,Morno,Inativo
L-2723,2025-10-24,Sim,Quente,Ativo
L-3334,2026-01-06,Sim,Quente,Ativo
L-3714,2025-09-12,Nao,Frio,Inativo
L-7891,2025-12-06,Nao,Morno,Trial
L-1951,2025-03-23,Nao,Frio,Trial
L-9018,2025-11-15,Nao,Frio,Ativo
L-9722,2025-02-27,Nao,Frio,Ativo
L-6080,2025-11-23,Sim,Quente,Trial
L-5079,2025-08-04,Nao,Frio,Ativo
L-4119,2025-05-12,Nao,Frio,Ativo
L-9254,2025-01-23,Sim,Quente,Trial
L-7427,2025-10-27,Nao,Frio,Cancelado
L-1897,2025-05-16,Nao,Frio,Ativo
L-5480,2026-01-16,Sim,Quente,Trial
L-3469,2025-06-28,Nao,Morno,Ativo
L-1974,2025-04-29,Sim,Quente,Ativo
L-6901,2025-03-24,Sim,Quente,Trial
L-3470,2025-10-26,Nao,Frio,Inativo
L-4088,2025-04-02,Nao,Morno,Ativo
L-3096,2025-01-04,Nao,Morno,Inativo
L-4154,2025-02-26,Nao,Frio,Cancelado
L-7648,2025-03-21,Sim,Quente,Trial
L-3540,2025-08-30,Sim,Quente,Trial
L-7256,2025-06-10,Nao,Morno,Ativo
L-8350,2025-03-29,Nao,Morno,Ativo
L-3135,2025-05-08,Sim,Quente,Inativo
L-4182,2025-01-07,Nao,Frio,Inativo
L-4578,2025-07-04,Nao,Frio,Trial
L-7650,2025-04-24,Sim,Morno,Trial
L-7231,2025-07-12,Sim,Quente,Ativo
L-7362,2026-01-24,Nao,Morno,Trial
L-3898,1900-01-01,,Frio,Ativo
L-2207,2025-12-25,Nao,Frio,Ativo
L-2224,2025-07-13,Nao,Frio,Ativo
L-1849,2025-04-09,Sim,Morno,Cancelado
L-6863,2025-02-04,Nao,Frio,Trial
L-4097,2025-08-16,Sim,Frio,Ativo
L-4527,2026-01-22,Nao,Frio,Inativo
L-8115,2025-03-01,Nao,Frio,Trial
L-1974,2025-03-12,Nao,Quente,Inativo
L-9750,2025-06-24,Sim,Quente,Ativo
L-8518,2025-11-23,Sim,Quente,Cancelado
L-6180,2025-06-22,Sim,Quente,Ativo
L-2727,2025-10-23,Sim,Quente,Trial
L-9416,2025-05-26,Nao,Frio,Trial
L-2832,2025-01-23,,Morno,Inativo
L-5352,2025-05-18,Nao,Quente,Trial
L-3252,2025-05-20,Sim,Frio,Inativo
L-1397,2025-05-21,,Morno,Trial
L-7014,2026-01-11,Sim,Morno,Trial
L-3752,2025-03-28,Nao,Morno,Cancelado
L-8451,2025-10-15,Sim,Morno,Cancelado
L-2922,2025-08-15,Nao,Morno,Trial
L-2741,2025-03-11,Nao,Frio,Ativo
L-6785,2025-03-12,Sim,Quente,Inativo
L-8960,2025-02-07,Nao,Quente,Ativo
L-4649,2025-01-22,,Morno,Ativo
L-9255,2025-12-18,Sim,Quente,Ativo
L-5107,2025-03-23,Nao,Frio,Ativo
L-1237,2025-01-03,Sim,Quente,Cancelado
L-6129,2025-11-13,Nao,Morno,Inativo
L-5378,1900-01-01,Sim,Morno,Ativo
L-1387,2025-01-26,Sim,Quente,Ativo
L-3734,2025-06-05,Sim,Quente,Ativo
L-4621,2025-02-22,Sim,Quente,Ativo
L-1624,2025-09-24,Nao,Frio,Trial
L-4754,2025-06-15,Nao,Frio,Ativo
L-8861,2025-11-26,Sim,Quente,Cancelado
L-4667,2025-11-16,Sim,Quente,Cancelado
L-2357,2025-05-12,Nao,Frio,Trial
L-1932,2025-12-14,,Frio,Ativo
L-4702,2025-07-29,Nao,Morno,Ativo
L-5134,2025-07-16,Sim,Quente,Trial
L-9809,2026-02-03,,Morno,Ativo
L-6839,2025-07-04,Sim,Frio,Ativo
L-1471,2025-02-13,,Morno,Ativo
L-7974,2025-10-02,Nao,Frio,Cancelado
L-9710,2025-03-10,,Morno,Cancelado
L-5476,1900-01-01,,Morno,Trial
L-1605,2025-08-26,Sim,Quente,Ativo
L-5489,2025-08-27,Nao,Quente,Ativo
L-2743,2026-02-05,Nao,Morno,Ativo
L-4822,2025-10-14,Nao,Quente,Ativo
L-7861,2025-11-14,Nao,Morno,Inativo
L-3380,2025-11-02,Nao,Frio,Cancelado
L-8357,2025-07-19,Sim,Quente,Trial
L-5623,2025-03-29,Nao,Morno,Trial
L-7189,2026-01-05,Sim,Morno,Ativo
L-1257,2025-08-13,Nao,Morno,Ativo
L-3454,2025-06-06,,Morno,Cancelado
L-8374,2025-03-28,Nao,Quente,Ativo
L-9774,2025-04-27,Sim,Frio,Trial
L-3191,2025-08-28,Nao,Morno,Trial
L-7481,2026-01-28,,Frio,Ativo
L-9325,2025-09-24,Sim,Quente,Ativo
L-9383,2025-06-19,Nao,Quente,Ativo
L-4579,2026-01-23,Sim,Morno,Ativo
L-1688,2025-06-12,Sim,Morno,Ativo
L-9873,2025-11-29,Nao,Morno,Ativo
L-4877,2025-04-16,Nao,Frio,Trial
L-4813,2025-06-10,Nao,Frio,Ativo
L-5398,2026-02-02,Sim,Quente,Ativo
L-9673,2025-03-01,Sim,Quente,Ativo
L-9875,2026-01-15,Sim,Morno,Cancelado
L-4329,2025-05-24,Nao,Morno,Cancelado
L-7454,2025-01-23,Sim,Quente,Inativo
L-4267,2025-04-30,,Morno,Trial
L-8609,2025-12-13,Sim,Quente,Trial
L-9802,2025-07-28,Sim,Quente,Ativo
L-3629,2025-07-21,Nao,Morno,Ativo
L-2642,2025-09-04,Nao,Morno,Inativo
L-6562,2025-09-01,,Morno,Ativo
L-9990,2026-01-28,Sim,Morno,Ativo
L-9551,2025-03-12,Sim,Quente,Ativo
L-4421,2025-07-04,Sim,Quente,Cancelado
L-8071,2025-01-31,Sim,Quente,Ativo
L-8687,2025-05-07,Nao,Morno,Trial
L-6604,2025-03-04,,Morno,Ativo
L-1234,2025-07-25,Sim,Quente,Inativo
L-5542,2025-01-22,Sim,Quente,Cancelado
L-2397,2025-02-25,Sim,Quente,Trial
L-2573,2025-01-02,Sim,Morno,Trial
L-6603,2025-12-10,Sim,Quente,Ativo
L-1212,2025-07-13,Nao,Frio,Cancelado
L-4231,2025-10-08,Sim,Quente,Ativo
L-9214,2025-09-21,Nao,Frio,Trial
L-4093,2025-01-14,Nao,Morno,Cancelado
L-7945,2025-08-07,Sim,Quente,Ativo
L-9587,2025-10-12,Sim,Quente,Trial
L-5457,2025-02-05,Sim,Morno,Cancelado
L-5360,2026-01-04,Sim,Quente,Trial
L-1096,2025-05-21,,Frio,Ativo
L-4196,2025-02-21,Nao,Morno,Inativo
L-2243,2025-08-23,Nao,Morno,Ativo
L-4126,2025-01-24,Nao,Frio,Ativo
L-3507,2026-01-26,Nao,Morno,Inativo
L-9856,2025-02-23,Sim,Quente,Trial
L-1649,2025-09-10,Nao,Frio,Trial
L-9357,2025-02-23,Nao,Morno,Inativo
L-7280,2025-09-23,Sim,Quente,Ativo
L-2997,2025-11-01,Sim,Quente,Inativo
L-4880,2025-08-20,Sim,Morno,Cancelado
L-2577,2025-05-11,Nao,Morno,Ativo
L-5609,2025-09-20,Nao,Frio,Cancelado
L-3680,1900-01-01,Sim,Morno,Ativo
L-2063,2025-07-09,Sim,Morno,Cancelado
L-5280,2025-06-25,Sim,Morno,Trial
L-8238,2025-03-01,Sim,Quente,Inativo
L-3859,1900-01-01,Nao,Frio,Trial
L-6920,2025-08-21,Nao,Morno,Cancelado
L-9213,2025-04-05,Sim,Morno,Trial
L-5512,2025-04-27,Nao,Morno,Trial
L-6667,2025-03-18,,Frio,Cancelado
L-7571,2025-11-21,Nao,Morno,Trial
L-9073,2025-12-21,Nao,Quente,Trial
L-5984,2025-07-17,Nao,Morno,Ativo
L-3941,1900-01-01,,Frio,Trial
L-6991,2025-09-09,,Frio,Cancelado
L-9188,2025-01-23,Nao,Quente,Trial
L-8126,2026-01-14,Nao,Morno,Ativo
L-7084,2025-12-26,Nao,Frio,Ativo
L-5499,2025-11-21,Sim,Quente,Cancelado
L-1185,2025-01-17,Nao,Frio,Trial
L-8920,2026-01-27,Nao,Frio,Trial
L-1955,2025-02-19,Sim,Quente,Cancelado
L-9884,2025-11-19,Nao,Morno,Trial
L-8640,2025-10-01,Sim,Quente,Inativo
L-7496,2025-03-17,Sim,Morno,Cancelado
L-9287,2025-12-02,Nao,Frio,Ativo
L-6632,2025-11-24,Sim,Quente,Ativo
L-6820,2025-10-16,Sim,Quente,Cancelado
L-5509,2025-10-04,Nao,Frio,Trial
L-9375,2025-01-18,Sim,Quente,Trial
L-6720,2025-03-19,Nao,Frio,Trial
L-2038,2025-12-25,Sim,Morno,Trial
L-4915,2026-01-22,Nao,Frio,Inativo
L-2392,2025-02-28,Nao,Quente,Cancelado
L-2253,2025-05-12,Nao,Morno,Trial
L-4418,2025-09-20,Nao,Frio,Ativo
L-2824,2025-05-13,Sim,Morno,Cancelado
L-7324,2025-12-30,Nao,Quente,Ativo
L-2013,2025-02-10,Sim,Morno,Trial
L-3621,2025-06-28,Nao,Quente,Ativo
L-1107,2026-01-18,Nao,Frio,Ativo
L-1051,2025-01-25,Nao,Frio,Trial
L-5362,2025-02-02,,Frio,Inativo
L-6289,2025-07-08,Nao,Frio,Ativo
L-1629,1900-01-01,Nao,Morno,Trial
L-4349,2025-10-04,,Frio,Trial
L-4235,2025-05-26,Nao,Morno,Cancelado
L-2004,2025-12-23,Sim,Frio,Ativo
L-5735,2025-06-21,Nao,Quente,Cancelado
L-7182,2026-01-17,Sim,Quente,Trial
L-3994,2025-01-25,Nao,Frio,Ativo
L-9958,2026-01-11,Sim,Quente,Cancelado
L-9597,2025-02-13,Nao,Morno,Trial
L-9824,2025-12-29,Nao,Frio,Trial
L-2734,2025-05-11,,Frio,Ativo
L-7754,2025-12-22,Sim,Morno,Trial
L-2337,2026-01-01,Sim,Quente,Ativo
L-7831,2025-10-01,,Morno,Cancelado
L-1610,2025-07-24,Nao,Morno,Trial
L-3729,1900-01-01,Sim,Quente,Cancelado
L-6278,2026-01-21,Nao,Morno,Ativo
L-7765,2025-12-08,Nao,Frio,Cancelado
L-3523,2025-04-04,Sim,Quente,Ativo
L-8705,2025-11-24,Nao,Frio,Trial
L-2724,2025-11-18,Nao,Morno,Ativo
L-1107,2025-01-19,Sim,Quente,Trial
L-2259,2025-05-24,Sim,Quente,Ativo
L-9718,2026-01-21,Sim,Quente,Ativo
L-4461,2025-02-06,Nao,Morno,Cancelado
L-2136,2025-09-03,Nao,Frio,Ativo
L-6449,2025-06-07,Nao,Frio,Trial
L-7717,2025-11-06,Sim,Frio,Ativo
L-1759,1900-01-01,Nao,Frio,Cancelado
L-9413,2025-08-13,Nao,Morno,Trial
L-7873,2025-05-25,Nao,Morno,Trial
L-7186,1900-01-01,Nao,Morno,Ativo
L-5616,2025-01-02,Sim,Morno,Inativo
L-7921,2025-04-04,Sim,Quente,Inativo
L-4667,2025-05-30,Nao,Morno,Ativo
L-6133,2025-03-30,Sim,Morno,Trial
L-8988,2025-06-17,,Quente,Inativo
L-7654,2025-04-12,Sim,Quente,Trial
L-1396,2025-05-15,Sim,Quente,Inativo
L-3967,2025-01-09,Sim,Quente,Trial
L-6048,2025-03-19,Sim,Quente,Trial
L-1444,2025-05-23,Sim,Morno,Ativo
L-3497,2025-08-31,Nao,Morno,Inativo
L-8445,2025-07-25,Nao,Morno,Inativo
L-1343,2025-01-22,Sim,Quente,Trial
L-2073,2025-03-20,Sim,Quente,Cancelado
L-3561,2025-08-19,Sim,Quente,Trial
L-1430,2025-03-21,Sim,Frio,Trial
L-8691,2025-06-18,Nao,Morno,Trial
L-4164,2025-05-07,Sim,Morno,Trial
L-2023,2025-03-23,Sim,Quente,Trial
L-8391,2025-10-17,Sim,Quente,Trial
L-4602,2025-10-08,,Frio,Cancelado
L-6754,2025-06-23,Sim,Quente,Trial
L-3965,2025-05-02,Nao,Frio,Ativo
L-5678,2026-01-12,Nao,Morno,Trial
L-3386,2025-11-12,,Morno,Trial
L-8612,2025-02-16,Nao,Frio,Inativo
L-1905,2025-08-03,Nao,Morno,Ativo
L-8472,2025-07-29,Sim,Quente,Ativo
L-9358,2025-07-15,Sim,Quente,Cancelado
L-8573,2025-05-03,Sim,Quente,Ativo
L-3814,2025-06-12,Nao,Frio,Cancelado
L-8985,2025-10-15,Sim,Quente,Trial
L-7709,2025-12-26,Sim,Quente,Inativo
L-4525,2025-02-09,Nao,Frio,Ativo
L-2686,2025-10-13,Nao,Morno,Ativo
L-6912,2025-08-28,Sim,Morno,Ativo
L-1779,2025-07-26,Nao,Morno,Cancelado
L-3479,2025-12-08,Sim,Quente,Trial
L-6596,2025-07-12,Nao,Morno,Cancelado
L-2899,2026-01-09,Nao,Morno,Ativo
L-4615,2025-03-21,Sim,Quente,Ativo
L-3708,2025-06-23,Nao,Frio,Trial
L-2556,2025-08-22,Nao,Morno,Trial
L-7434,2025-12-22,Nao,Quente,Cancelado
L-8344,2025-05-02,Sim,Morno,Inativo
L-2105,2025-01-28,Sim,Quente,Trial
L-4456,2025-02-09,Sim,Morno,Ativo
L-9560,2025-06-26,Nao,Frio,Inativo
L-1712,2025-07-10,Nao,Morno,Cancelado
L-3969,2026-01-14,,Morno,Ativo
L-8594,2025-06-21,Sim,Quente,Trial
L-5324,2025-07-17,Nao,Morno,Cancelado
L-8029,2025-04-06,Nao,Frio,Ativo
L-3576,2026-01-04,Nao,Morno,Trial
L-1162,2025-06-26,Nao,Frio,Cancelado
L-7199,2025-03-14,Nao,Morno,Trial
L-2749,2025-04-01,Sim,Quente,Ativo
L-9803,2025-05-12,,Frio,Inativo
L-4467,2026-01-09,Sim,Quente,Trial
L-8496,2025-08-11,Nao,Frio,Cancelado
L-3924,2025-09-12,Sim,Quente,Ativo
L-5099,2025-11-10,Nao,Morno,Trial
L-5467,2026-01-21,Nao,Frio,Trial
L-6170,2025-08-19,Nao,Frio,Cancelado
L-8932,2025-03-26,Nao,Frio,Ativo
L-3553,2025-07-25,Sim,Quente,Trial
L-8098,2026-01-25,Nao,Frio,Trial
L-4362,2025-08-19,Sim,Quente,Trial
L-3997,2025-06-25,Sim,Quente,Trial
L-8480,2025-02-17,Nao,Frio,Ativo
L-7316,2026-01-26,Nao,Quente,Cancelado
L-1072,2025-06-17,,Frio,Ativo
L-6684,2025-07-23,Sim,Quente,Trial
L-4334,2025-11-02,Nao,Morno,Trial
L-2643,2025-04-18,Sim,Frio,Ativo
L-1235,2025-02-06,Nao,Morno,Inativo
L-8910,2025-10-03,Nao,Frio,Ativo
L-8537,2025-01-04,Nao,Frio,Trial
L-3078,2025-09-06,Sim,Quente,Inativo
L-3584,2025-06-04,,Frio,Ativo
L-9881,2025-10-31,,Frio,Cancelado
L-5011,2025-12-16,Sim,Morno,Trial
L-4214,2026-01-23,Nao,Morno,Ativo
L-3719,2025-01-25,Sim,Quente,Ativo
L-3075,2025-09-15,Sim,Quente,Cancelado
L-4446,2025-09-15,Nao,Frio,Trial
L-7494,2025-05-09,Nao,Frio,Trial
L-7907,2025-09-04,Sim,Morno,Ativo
L-8039,2025-09-10,Nao,Frio,Cancelado
L-1173,2025-06-18,Sim,Frio,Cancelado
L-8250,2025-09-04,Nao,Quente,Cancelado
L-9692,2025-02-19,Sim,Quente,Ativo
L-8280,2025-07-17,Nao,Morno,Ativo
L-8633,2025-11-17,Sim,Quente,Ativo
L-4537,2025-03-13,Nao,Morno,Cancelado
L-8522,2025-10-09,,Frio,Inativo
L-4816,2025-10-16,Nao,Morno,Trial
L-1636,2025-11-13,Nao,Morno,Inativo
L-2449,2025-01-24,Sim,Quente,Trial
L-8650,2025-02-11,Sim,Frio,Trial
L-7273,2025-07-23,Nao,Frio,Ativo
L-1882,2025-11-24,Nao,Morno,Trial
L-4170,2025-06-15,Nao,Frio,Cancelado
L-1609,2025-02-26,Sim,Quente,Cancelado
L-3481,2026-02-04,Nao,Morno,Cancelado
L-1547,2025-11-11,Sim,Quente,Trial
L-6370,2025-08-04,Sim,Quente,Ativo
L-2460,2025-07-23,Sim,Quente,Trial
L-2636,2025-10-18,Nao,Morno,Inativo
L-6529,2025-08-13,,Frio,Ativo
L-4101,2025-10-08,Nao,Frio,Ativo
L-9325,2025-04-09,Sim,Morno,Trial
L-1500,2025-10-10,Sim,Frio,Trial
L-2541,2025-12-01,Nao,Frio,Inativo
L-9889,2025-03-18,Sim,Quente,Cancelado
L-2893,2025-10-03,Nao,Frio,Trial
L-1874,2025-11-06,Nao,Frio,Ativo
L-3555,2026-01-02,Nao,Frio,Cancelado
L-8818,2025-01-23,Nao,Frio,Ativo
L-7583,2026-01-09,Sim,Morno,Ativo
L-9489,2025-12-02,Nao,Frio,Trial
L-5062,2026-01-22,Sim,Quente,Inativo
L-5789,2025-09-24,Sim,Quente,Trial
L-1772,2025-12-19,Sim,Frio,Ativo
L-2393,2025-08-26,Sim,Morno,Ativo
L-3191,2025-02-04,Sim,Quente,Trial
L-7014,2025-12-30,Nao,Quente,Inativo
L-4197,2025-10-08,Nao,Morno,Ativo
L-6762,2025-05-12,Nao,Morno,Ativo
L-3433,2026-01-17,Sim,Morno,Ativo
L-7363,2025-02-22,Sim,Frio,Inativo
L-2644,2025-04-22,Nao,Morno,Ativo
L-6700,2025-04-03,Nao,Quente,Cancelado
L-4641,2025-08-08,,Frio,Ativo
L-7962,2026-01-29,Nao,Frio,Cancelado
L-3669,2025-05-14,,Morno,Ativo
L-8338,2025-09-01,Sim,Morno,Trial
L-3165,2025-10-02,Nao,Frio,Trial
L-7007,2026-01-09,,Frio,Cancelado
L-9311,2025-10-20,Sim,Quente,Trial
L-8259,2025-07-20,Nao,Morno,Ativo
L-2032,2025-11-28,Nao,Morno,Trial
L-5683,2025-12-08,,Morno,Inativo
L-6690,2025-03-15,Nao,Morno,Inativo
L-1576,2025-02-15,Nao,Morno,Inativo
L-5923,2025-11-27,Sim,Quente,Cancelado
L-6299,2026-01-19,Nao,Morno,Ativo
L-8584,2025-12-24,Sim,Quente,Cancelado
L-2446,1900-01-01,Nao,Morno,Cancelado
L-3152,2025-11-14,Sim,Quente,Cancelado
L-1245,2025-08-20,Nao,Frio,Ativo
L-4690,2025-11-23,Nao,Morno,Ativo
L-8244,2026-01-18,Sim,Morno,Trial
L-3899,2025-07-03,Nao,Frio,Cancelado
L-9009,2026-02-01,Nao,Frio,Ativo
L-9381,2026-02-04,,Frio,Trial
L-8602,2026-01-19,Nao,Quente,Ativo
L-3981,2025-02-13,Sim,Quente,Trial
L-8037,2025-12-11,Nao,Morno,Trial
L-1456,2025-12-22,Sim,Quente,Ativo
L-8183,2025-09-16,Nao,Frio,Trial
L-9783,2025-07-29,Nao,Morno,Trial
L-3765,2025-05-30,Sim,Morno,Cancelado
L-4761,2026-01-26,Nao,Frio,Ativo
L-2202,2026-01-19,Nao,Quente,Ativo
L-5582,2025-04-05,,Morno,Inativo
L-5101,2025-02-22,Nao,Frio,Trial
L-5746,2025-12-26,Nao,Frio,Inativo
L-4461,1900-01-01,Nao,Morno,Ativo
L-6669,2025-04-08,Nao,Morno,Inativo
L-9180,2025-01-22,Sim,Morno,Ativo
L-6409,2025-12-02,Nao,Morno,Inativo
L-1391,2025-01-18,,Frio,Cancelado
L-1908,2025-12-11,Sim,Quente,Ativo
L-1940,2025-11-26,Nao,Frio,Trial
L-8895,2025-11-12,Nao,Frio,Trial
L-3038,2025-01-31,Nao,Frio,Ativo
L-2013,2025-05-03,Sim,Quente,Inativo
L-8878,2025-03-09,Sim,Quente,Trial
L-6022,2025-10-09,Sim,Frio,Ativo
L-9963,2026-01-26,Sim,Quente,Ativo
L-3312,2025-01-20,Nao,Morno,Cancelado
L-2368,2025-02-11,Nao,Morno,Inativo
L-9211,2025-02-26,Sim,Frio,Ativo
L-2989,2025-04-23,Nao,Frio,Trial
L-6175,2025-10-31,Nao,Morno,Ativo
L-2793,2025-05-10,Nao,Morno,Ativo
L-8296,2026-01-05,Nao,Morno,Ativo
L-6073,2025-04-11,Sim,Quente,Trial
L-4182,2025-01-17,Nao,Frio,Cancelado
L-6305,2026-02-05,Sim,Quente,Ativo
L-7846,2025-04-23,Sim,Quente,Ativo
L-6638,2025-11-08,,Morno,Cancelado
L-2917,2025-03-07,Nao,Frio,Trial
L-2912,2025-11-16,Nao,Morno,Ativo
L-9740,2025-10-06,Nao,Frio,Ativo
L-7500,2025-08-10,,Quente,Inativo
L-5287,2025-10-06,Sim,Quente,Cancelado
L-3131,2025-08-18,Sim,Quente,Cancelado
L-7497,2025-05-21,Sim,Quente,Ativo
L-8815,2025-07-27,,Morno,Ativo
L-7324,2026-01-31,,Frio,Ativo
L-7323,2025-01-19,,Frio,Ativo
L-2288,2025-04-30,Nao,Frio,Cancelado
L-9753,2025-12-12,Nao,Morno,Trial
L-3647,2025-02-08,Sim,Quente,Inativo
L-4229,2025-05-23,Sim,Morno,Cancelado
L-9205,2025-07-25,Sim,Quente,Ativo
L-4326,2025-08-08,,Morno,Inativo
L-9855,2025-08-15,Nao,Morno,Ativo
L-8103,2025-06-14,Sim,Quente,Cancelado
L-1382,1900-01-01,Nao,Morno,Cancelado
L-4806,2025-10-22,Sim,Quente,Trial
L-9029,2025-05-20,Nao,Morno,Ativo
L-5905,2025-02-01,Nao,Frio,Ativo
L-2118,2025-11-07,Nao,Frio,Inativo
L-8175,2025-01-21,,Frio,Trial
L-7871,2025-01-21,Sim,Quente,Trial
L-9299,2025-04-03,Nao,Frio,Inativo
L-2696,2025-05-29,Nao,Morno,Cancelado
L-5357,2025-11-12,Nao,Frio,Ativo
L-4478,2025-03-20,Nao,Morno,Trial
L-9718,2025-12-03,Sim,Quente,Trial
L-6711,2025-02-07,Nao,Morno,Trial
L-1507,1900-01-01,Nao,Morno,Trial
L-6982,2025-12-14,Sim,Quente,Cancelado
L-1989,2025-12-19,Sim,Quente,Inativo
L-9233,2025-05-01,Sim,Quente,Cancelado
L-6185,1900-01-01,Sim,Quente,Ativo
L-9083,2026-01-10,Nao,Frio,Cancelado
L-5415,2025-06-15,Sim,Morno,Cancelado
L-9606,2025-03-07,Nao,Frio,Ativo
L-8149,2025-02-23,Sim,Morno,Cancelado
L-1083,2025-10-13,Nao,Frio,Trial
L-6014,2025-11-30,Sim,Morno,Inativo
L-2984,2025-03-27,Nao,Frio,Inativo
L-3256,2025-06-11,Nao,Morno,Trial
L-7495,2025-12-11,Sim,Frio,Inativo
L-2343,2025-11-18,Nao,Morno,Cancelado
L-3984,2025-06-10,Nao,Morno,Ativo
